logFC,logCPM,F,PValue,FDR,Nhood,SpatialFDR,curatedCLUST,curatedCLUST_fraction
3.471852998197481,10.337549065985788,20.548155595930204,0.011616102299378385,0.030454840320945878,1,0.032696620576672095,Stem (Oncogene) 2,0.8974358974358975
1.2733873325254996,10.62744558609926,6.7075822982258275,0.06324985166170613,0.095329121625945007,2,0.09775799400862052,Early Absorptive,0.9693877551020408
0.38524981123609936,11.030050096930564,1.2447444709239333,0.43302278949384837,0.47331647337975236,3,0.47014420181956396,Stem (Oncogene) 2,0.9663865546218487
0.697872016719653,10.998881112335823,2.6162451527559925,0.18408450064233894,0.2274592497417961,4,0.2274076050881734,Stem (Oncogene) 1,1
-6.288574228426214,10.293711271358058,58.83914887458656,0.001834155945398556,0.024337880266717876,5,0.027144999592547108,Late Absorptive,1
7.2107187271177935,10.314393509163143,17.515513782429178,0.01511487833252199,0.03441040949248914,6,0.03660346938251393,Stem (Oncogene) 1,1
3.862617500422732,10.744024472649087,34.93114729856275,0.004002315534727335,0.024337880266717876,7,0.027144999592547108,Stem (Oncogene) 2,0.9629629629629629
-8.463374180093599,10.397349699233708,106.46611330391488,0.0018550603583460128,0.024337880266717876,8,0.027144999592547108,Late Absorptive,1
-1.6385094440856949,10.614767874462032,8.928713211160229,0.042601578361542464,0.07054885439195284,9,0.07395007959286426,Secretory,1
3.2686872445630293,11.065642484468347,54.86630969553545,0.0017183937774722863,0.024337880266717876,10,0.027144999592547108,Stem (Oncogene) 1,1
7.182000344446888,9.99995179952919,16.49542986877216,0.016661057647646048,0.03635968257085934,11,0.038542048273039385,Early Absorptive,0.9
8.37055049339452,11.005310761907838,89.2296097584256,6.744364673209255e-4,0.024337880266717876,12,0.027144999592547108,Stem (Oncogene) 2,0.8848920863309353
-0.7494913984290137,9.777420012873122,0.6816793827800315,0.45724160420393894,0.49609587845279585,13,0.4932014974945624,Stem (Stroma),1
-8.40215133667146,10.021447114280956,105.08755613289149,0.0018912356209007887,0.024337880266717876,14,0.027144999592547108,Late Absorptive,1
