batch,barcode,genotype,media,replicate,culture,condition,A,K,P,111Cd_CD44,113In_CEACAM1_CD66a,115In_Pan-CK,116Cd_GFP,127I_IdU,141Pr_pPDPK1_S241,142Nd_cCaspase 3_D175,143Nd_C-MYC_1,145Nd_pNDRG1_T346,146Nd_pMKK4_SEK1_S257,147Sm_pBTK_Y511_1,148Nd_pSRC_Y418,149Sm_p4EBP1_T37_T46,150Nd_pRB_S807_S811,152Sm_pAKT_T308,153Eu_pCREB_S133,156Gd_pNF-kB p65_S529,157Gd_pMKK3_MKK6_S189_207,158Gd_pP38 MAPK_T180_Y182,159Tb_pMAPKAPK2_T334,160Gd_pAMPKa_T172,161Dy_pBAD_S112,162Dy_LRIG1_1,163Dy_pP90RSK_T359_Hu,164Dy_pP120-Catenin_T310,165Ho_Beta-catenin_Active_1,166Er_pGSK-3b_S9,167Er_pERK_1_2_T202_Y204,168Er_pSMAD2_3,169Tm_EPHB2,170Er_pMEK1_2_S221,171Yb_SOX9_5,172Yb_cCaspase 8_D387,173Yb_Cyclin B1_2,174Yb_Clusterin_1,175Lu_Survivin_2,176Yb_FABP2,191Ir_DNA 1,193Ir_DNA 2,194Pt_Cisplatin,209Bi_DiMeHH3_K4,89Y_pHH3_S28
B2,73,AK,Ctrl,1,AK_Ctrl,B2_AK_Ctrl_1,1,1,0,0.2135997471287826,0.09136482833223065,-0.08397633787631123,0.1281764114343597,0.16701049775366755,0.18472484932324212,0.15135208842764974,0.08663421475094416,0.08287900095770717,0.1412555180798134,0.13828639645199,0.07537382026404466,0.11265640049563573,0.07855128035502866,0.08844286387911149,0.11761202721079117,0.10721122980654271,0.11038899533724979,0.09629988044790047,0.15555962812838525,0.14675003419097193,0.14532153550350482,0.16521042745537667,0.12401564958528682,0.12483682230615623,0.1258156565600701,0.08670978748345606,0.16965731509982174,0.10433723174366778,0.15022783717274046,0.10886708837969411,0.14040851838017443,0.12458141887918883,0.185045286039692,0.0752841403698628,0.1229292287341234,0.07945136296445035,0.06887358546390263,0.06688396343650495,-0.022144965664487773,0.06092595835391895,0.07806095244433257
B2,74,AK,Ctrl,2,AK_Ctrl,B2_AK_Ctrl_2,1,1,0,0.09660195668931022,0.03732433885369243,-0.12385116368231913,0.04965468036626193,0.1158223408379041,0.04908301617790027,0.05186560919563975,0.026581132785967337,0.01607378058169342,0.044122004287476146,0.05873290080438397,0.037422337737305876,0.06297525874396256,-0.019701107104305945,0.014673506865302562,0.02876385252076534,-0.025579503788503113,0.014415040221079417,-0.012692648811060064,0.0469438065774925,0.04253193555603867,0.035603987386866,0.052102305595772926,0.024545221136398062,0.0652072587597552,0.04724125218897841,0.012111374390520322,0.07172134728420694,0.012376902010475274,0.03413421467089041,0.019496562550138326,0.050836379248742014,0.02744573546050581,0.09106156510779674,0.015338563224917431,0.0363296436036602,0.016351698136265774,-0.013965894219834435,-0.012167739270904473,0.10975838159317351,-0.08490494922290062,0.036549493786305384
B2,75,AK,Ctrl,3,AK_Ctrl,B2_AK_Ctrl_3,1,1,0,-0.24496677501027755,-0.10148012108957612,0.16925431123990614,-0.1402439984731276,-0.20082317580138756,-0.18101324311343883,-0.15935782538458676,-0.08805529810304728,-0.06855072982993562,-0.14444289764865642,-0.15439655568226845,-0.08946285526768563,-0.1396648153516435,-0.0665490261639437,-0.07917646702803369,-0.11087677639827603,-0.07062804118124354,-0.09253395328445137,-0.07389757928294508,-0.15837210859058745,-0.1444102160695022,-0.13496920176034993,-0.16269546541657381,-0.10108021755039137,-0.1484249405967295,-0.13542920882265785,-0.07517041861305354,-0.1889473210339555,-0.08693092514101747,-0.13832340257926617,-0.09724622089583082,-0.1497511265377573,-0.11842162108569516,-0.2187754411859587,-0.06538953445823432,-0.12410347707904137,-0.07388063056464741,-0.04241917378957334,-0.04281460359598716,-0.0842511216603817,0.03317788645963499,-0.09044755265119876
B2,79,AK,WNT3A,1,AK_WNT3A,B2_AK_WNT3A_1,1,1,0,0.5926184586684868,0.3037689995353653,0.2639409573446221,0.07485273834224501,-1.0338978863822046,0.06835602006386535,0.22872118191204266,0.09888048062154284,0.39557841500911806,0.17085403663946253,0.14017969540042985,0.2827815932383253,0.10439467973178569,0.05000934517354101,0.09487134459022716,0.16399342689407786,0.1525611747818914,0.09314450917968353,0.05500034386671628,-0.11010233290146597,0.04506621520048609,0.22817138922777147,0.12704769263482865,0.09834813679808417,0.13541679147507965,0.17903793947590832,0.160767929201021,0.13525122113213717,0.1991039121580621,0.6807353235107826,0.1522896478984298,0.06570018500779336,0.15947887409986417,0.1895891936381895,0.5337849546601285,-0.064115597001993,0.17373858267984563,0.044269324638142246,0.04331046383588327,0.1222657762315129,-0.15201683545420555,0.10750953602133817
B2,80,AK,WNT3A,2,AK_WNT3A,B2_AK_WNT3A_2,1,1,0,0.6825662332064217,0.5048220651284397,0.45453117040372776,-0.04576636965361642,-1.189822634566521,0.059740667327137995,0.21629423604250936,0.09472999261173015,0.41177839288936524,0.23970455472935664,0.13796132926639798,0.2922563587943998,0.1729129837060695,0.05947939452491172,0.11778995888043609,0.3404185654576547,0.23856371136060645,0.11890107946817584,0.0503012265101031,0.0469618661164795,0.17933231110853984,0.3875385769012978,0.15303892847379638,0.17148033371969662,0.14311534150307653,0.2747404812561388,0.18865569537570984,0.305346942671562,0.20360487870847963,0.8056429630290558,0.17645358562339003,0.09511045861350662,0.16664119410008768,0.34648462810160785,0.61452742835548,-0.024735966046191618,0.17707103062510843,0.07466281340084319,0.07572709027745803,0.21835164949716238,-0.11733020522996979,0.1278023088867924
B2,81,AK,WNT3A,3,AK_WNT3A,B2_AK_WNT3A_3,1,1,0,0.5402710817605241,0.3564998356261514,0.7712567610824234,-0.12890472075279272,-1.2447135747307354,-0.11287143443730106,0.08019835986044066,-0.0134949224503521,0.2890457162296405,0.10547133898085291,-0.03421752799793383,0.1831578095446394,-0.07316027786442933,0.02620176231107933,0.07216196262186526,0.21902605726631647,0.23533329954366725,0.05008452811953196,0.02841092110571359,-0.12537445270837555,-0.01324286393216071,0.2647088646605419,0.11197467750349552,0.12087484003270543,0.02552966251211012,0.1473200733497831,0.11460391081017983,0.09376789746190275,0.15801819072802847,0.6132835168465062,0.11570419509339057,-0.03345388971000768,0.06164915693132411,0.131588320872528,0.5689220231519574,-0.11802381705930375,0.1265686666963322,0.04752327350203839,0.04805602983295719,0.2969013532970554,0.08874374949936881,0.09047608476581187
B2,82,AK,EGF,1,AK_EGF,B2_AK_EGF_1,1,1,0,0.2370540972594615,0.15995111745492072,-0.07609216660078891,-0.02868187734416197,0.16154957689123597,-0.041164877619956394,-0.04084408511286498,0.00903222799599476,-0.026764646325090395,-0.03533024670616654,-0.03913393808957936,0.01809448657263215,0.030375517895426623,-0.01756228596441789,0.0315015500681017,-0.049128404225478005,-0.04688477215713319,-0.040506499087239245,-0.023081022045911254,-0.023551007877741212,-0.04333509813652715,-0.06762308429466689,-0.1682728025057668,-0.03703664526419431,0.02406227551448923,-0.05227958452068779,-0.05290734602808922,-0.09480856774000862,-0.026670523530574947,0.12045448698397299,-0.030135679819618556,0.03350689502285485,-0.03293767717350335,-0.05302418119577,-0.049458458914452094,-0.026785999681893446,-0.020993922193879216,-0.05309072605812501,-0.05421980677092829,-0.20565791691764934,-0.05915938184373406,0.021207187105267845
B2,83,AK,EGF,2,AK_EGF,B2_AK_EGF_2,1,1,0,0.10740363607326447,0.06468948202190125,-0.06437778141094455,-0.0654298826834192,0.17781304398189918,-0.10966032845852419,-0.07719732750710553,-0.03670013883944753,-0.05096951708764884,-0.0876132541142629,-0.08164478194052106,-0.07095506996205078,-0.09204970976415255,-0.02570197026173534,-0.016462889135711076,-0.06641241619340024,-0.040959008648496595,-0.05693745843174459,-0.03181732092433592,0.027896342072081623,-0.0744834944299946,-0.07037373775294548,-0.14701102778142608,-0.028307537751380944,-0.048285878238350635,-0.09034189728509809,-0.04640444875303652,-0.1471073167350913,-0.06405686139646691,0.03269645896518612,-0.07123294319775453,-0.021242283325520934,-0.06914902526605046,-0.07895209533890699,-0.045163542845135754,-0.026077068992643847,-0.059549795777427424,-0.06889376954755348,-0.0691091522939878,0.029193051931592565,-0.04829885905478609,-0.06269474352586007
B2,84,AK,EGF,3,AK_EGF,B2_AK_EGF_3,1,1,0,-0.04510319903320297,0.05300142218249005,0.12222159812299015,-0.18530231227580304,-0.24218761095189675,-0.2834710103708762,-0.234002178487497,-0.11638097236473499,-0.055115637080557216,-0.179187163413822,-0.28166217767233004,-0.1845770003749228,-0.20448890722194857,-0.07497854771655243,-0.10018280418541879,-0.067000065407106,-0.0853042138481871,-0.1332661741391979,-0.08356516763581218,-0.17981261946001473,-0.22044701954150692,-0.1463343626277783,-0.1842393910867535,-0.05363447204218657,-0.19164386577476625,-0.19077492613142705,-0.09291683276572021,-0.3065153219314794,-0.14221045461373905,0.11603767418663678,-0.13538204436877058,-0.17048787341827482,-0.1748736145518937,-0.30534392064561316,-0.08717418943240049,-0.1693465191835645,-0.12092487146000827,-0.08495592772470398,-0.08594704153309306,-0.086337510904292,-0.03258610660144911,-0.0694058689605193
B2,85,AK,WNT5A,1,AK_WNT5A,B2_AK_WNT5A_1,1,1,0,0.15434150257253332,-0.050276890012228584,0.13998460056260928,0.06621489591466997,-0.09185557729887633,-0.054799392675633704,-0.02877698164492396,0.00778737796654588,-0.02109054526109202,-0.02059302447459798,-0.04562017569369137,-0.01141905054263758,-0.08490631153422651,0.015088053202368537,0.023265351336686696,-0.028640325332500955,-0.025135237006156552,-0.018036802820287808,-0.028774538788864247,0.03593541281602091,-0.03184579511684064,-0.020506502178036533,-0.028243510664029088,-0.025159084274719686,-0.024348004881866992,-0.054085660814325594,0.010598626386576736,-0.08218189601647598,-0.018923944302427647,0.09689847656441687,0.008049416686796372,-0.030199031307826,-0.03265686980252828,-0.025873041410447564,0.021451186623894426,0.018545682428899642,0.016600961481269084,-0.03320567856855485,-0.032163065673960566,0.0718653703451475,-0.03972797039027681,0.03371828219340033
